density,edginess,citations_per_year
30.210866957616062,0.6631224751472473,0.3333333333333333
33.593120777285186,0.7343030571937561,0.5
29.433776828457958,0.6694002151489258,2.5
42.65155903509304,0.6254530549049377,1.0476190476190477
28.33404978893182,0.6904147267341614,0.6666666666666666
40.76812803024826,0.6473844051361084,1.5909090909090908
32.44734874056489,0.6783915758132935,0.2608695652173913
35.86665432966842,0.6435383558273315,1.5833333333333333
37.46418759263189,0.6960985064506531,2.0
31.798321971633577,0.6250364780426025,3.5652173913043477
29.713777667577297,0.6753156185150146,0.6956521739130435
28.276049873037923,0.6797131299972534,4.04
30.392013798235006,0.6356883645057678,1.56
24.793848095485455,0.7560256123542786,13.461538461538462
28.586032966928816,0.6572414636611938,1.0769230769230769
33.30621121599817,0.635178804397583,2.210526315789474
27.67003573230612,0.6420530676841736,4.107142857142857
27.46236046073381,0.6926773190498352,3.4285714285714284
27.5541760670213,0.6880775690078735,14.142857142857142
27.765550688606414,0.7090688347816467,3.1785714285714284
30.137119929782152,0.6825966238975525,27.464285714285715
26.966913837423444,0.6816214323043823,29.785714285714285
34.01464806236834,0.667290210723877,22.8
32.768008000001956,0.691101610660553,6.346153846153846
34.45028584570313,0.6356554627418518,42.1578947368421
31.853234367188666,0.6331045627593994,2.0
39.4628666573854,0.6388389468193054,5.0
39.26090662579235,0.7060794830322266,1.0
36.37634023484575,0.7031276226043701,4.0
37.126988024877605,0.7287251949310303,9.0
38.04972927522218,0.6947008967399597,1.0
39.517827819393524,0.6608355641365051,13.0
36.06915306262781,0.616480827331543,9.0
45.87412650512072,0.624414324760437,10.0
37.487613683908876,0.7523773312568665,2.0
41.01530269199185,0.6595466136932373,4.0
40.71579284253571,0.6467635631561279,4.0
34.23980591502532,0.735355794429779,2.0
43.05025902921658,0.682257890701294,1.0
37.74369692158834,0.7350473999977112,15.0
32.966402045120674,0.7164500951766968,12.0
39.76002219394492,0.6828134655952454,4.0
38.34620218464486,0.6991077065467834,2.0
44.081375886386226,0.6402438282966614,75.0
35.34262060540996,0.7002623081207275,4.0
34.42399060877532,0.6435555219650269,12.0
43.329565794696315,0.6640299558639526,26.0
33.036733989607605,0.6887795925140381,4.0
44.77413664382442,0.6389275193214417,7.0
42.778013348037,0.6363639831542969,11.0
38.136293099222954,0.6794272661209106,2.0
33.500772138227596,0.705452561378479,1.0
41.82622393130311,0.6884660124778748,13.0
40.066419677775094,0.6763747334480286,3.0
40.44431888875379,0.6839313507080078,11.0
35.7263650037535,0.7080848813056946,3.0
26.64281331591523,0.6946895718574524,2.0
40.60835442840739,0.7077924013137817,2.0
41.08513739433722,0.7209899425506592,5.0
34.354615407750394,0.667676568031311,7.0
39.459264278941916,0.6938022971153259,33.0
46.8203527213875,0.6666328310966492,12.0
39.0620434026171,0.6846227049827576,5.0
47.1126028521474,0.6548985242843628,10.0
48.73209908301716,0.6374874114990234,10.0
33.42918537833191,0.6423164010047913,10.0
43.70509631964264,0.6564258933067322,15.0
39.18591017583084,0.699171245098114,5.5
31.97491515676419,0.6505822539329529,2.0
43.547291603482904,0.6690923571586609,25.0
39.155633075284044,0.6531603336334229,3.0
37.441448764783686,0.646274745464325,8.0
41.507063425285985,0.6426196694374084,22.0
31.372285615579916,0.6282058954238892,1.0
44.07326261362779,0.6412175893783569,13.0
32.37348178143755,0.705264151096344,1.5
40.182794993920986,0.6213777661323547,2.0
44.258846086531925,0.6270685791969299,7.0
35.52267927369951,0.6368600130081177,8.5
34.34586593536524,0.7066413760185242,2.5
34.02886455645006,0.684563159942627,25.5
34.214868781513765,0.6946337819099426,18.0
46.36534485888505,0.6451700925827026,10.0
34.36040248585925,0.6213019490242004,13.0
38.634652116011274,0.6226254105567932,0.5
32.176900672155476,0.7180772423744202,7.5
37.457083152601896,0.6670531630516052,1.5
30.41455500001813,0.655971348285675,1.5
41.804191297747465,0.6643679738044739,6.0
30.502313335783953,0.7241821885108948,14.5
41.209260819014915,0.7028652429580688,1.5
38.00948313293555,0.6078766584396362,0.5
33.36699291728714,0.6618342995643616,4.5
40.58684638236998,0.7040406465530396,5.0
41.921047825301024,0.6589337587356567,4.5
37.81776050374944,0.7079501152038574,6.5
38.570113690653656,0.6978235244750977,1.5
38.62770551588768,0.7217593193054199,9.0
37.09255394170675,0.6942664384841919,22.0
41.26354228850674,0.6667566299438477,4.5
43.28716742100128,0.627310574054718,3.0
32.78185585643346,0.623215913772583,1.5
30.528063002327286,0.6971685290336609,4.5
36.321784197807965,0.7241408228874207,8.5
37.79108415746974,0.6162711977958679,19.0
33.58352372742888,0.625068187713623,1.5
43.78454260738396,0.6736923456192017,4.0
36.04308298179521,0.7218500375747681,10.0
40.81220087137135,0.7064439058303833,5.5
32.9133196184006,0.6095392107963562,1.0
33.9861925906719,0.7463759183883667,1.5
34.30351134533981,0.6889604330062866,0.5
37.96069875510587,0.606622576713562,0.5
42.832971957922325,0.7075424194335938,3.0
33.64236262265731,0.6466118097305298,10.0
43.83286665007639,0.6372469067573547,4.5
45.77548131020294,0.6619110107421875,2.5
41.53104875176926,0.6705985069274902,20.5
35.2659595488235,0.7659569978713989,2.0
41.90049790072517,0.6944018602371216,6.0
41.95823674887248,0.6871323585510254,13.5
41.808250852505445,0.640827476978302,14.5
34.71686099634836,0.6621171236038208,0.5
41.83913186228359,0.6502491235733032,4.666666666666667
45.09417894917563,0.6595709919929504,4.333333333333333
34.496729572688366,0.6201800107955933,0.5
35.54911977226142,0.6758970022201538,2.5
36.20085720236836,0.6733065247535706,2.6666666666666665
39.808876785332814,0.6297293305397034,2.3333333333333335
30.284094297448224,0.7445270419120789,1.3333333333333333
37.87057985686699,0.7151644825935364,2.5
42.58461042528379,0.6731369495391846,2.0
30.344499779794045,0.6543322205543518,3.5
33.77530773589562,0.6869755387306213,0.6666666666666666
38.31327613743572,0.6352245807647705,33.666666666666664
42.18374771479224,0.6594395637512207,2.6666666666666665
31.78907725205752,0.7263688445091248,1.3333333333333333
38.0196416895459,0.6824197769165039,41.5
35.64389731000471,0.7255697846412659,11.5
33.57117982233387,0.70112144947052,6.5
40.50342792692541,0.6455563306808472,3.3333333333333335
34.91194365301071,0.6789597868919373,19.5
39.52385580556949,0.686976432800293,5.5
30.00535039641736,0.6420978307723999,12.0
30.60748936119752,0.639370322227478,7.0
29.633834896650196,0.6549464464187622,4.333333333333333
32.62864715843115,0.7231180667877197,1.6666666666666667
34.9388921525886,0.6899175047874451,0.3333333333333333
29.431498464040974,0.7221092581748962,0.3333333333333333
35.72318190825226,0.6069673299789429,53.666666666666664
36.493564372520716,0.6356713175773621,1.6666666666666667
35.74107784394463,0.6661621332168579,3.0
35.1317739974665,0.7054020166397095,4.333333333333333
33.1205180233438,0.7231301665306091,1.6666666666666667
33.248598918919186,0.7610231637954712,14.333333333333334
34.286922818567135,0.6666365265846252,0.6666666666666666
40.434629312454305,0.6702042818069458,1.6666666666666667
37.93308069620902,0.7083867192268372,2.0
39.859739570905106,0.6890496015548706,1.6666666666666667
34.40571541362153,0.6058088541030884,3.6666666666666665
35.17088130858228,0.6670104265213013,0.5
39.87412433156719,0.6920791864395142,4.333333333333333
37.68334156553182,0.6804166436195374,4.666666666666667
40.39663169097468,0.6655600070953369,6.5
39.56022270465695,0.6972017884254456,6.0
31.39966529383409,0.7301299571990967,5.0
35.24380178662736,0.659907341003418,0.6666666666666666
40.977960997461736,0.6625210642814636,16.0
45.47834536596804,0.6348426342010498,3.6666666666666665
31.700308682906876,0.6096640825271606,4.0
41.662375548347,0.6413474082946777,2.0
31.044427914275033,0.6798471808433533,1.6666666666666667
35.76726077024962,0.6316854953765869,1.6666666666666667
31.430651117496588,0.7341088056564331,4.0
26.269440120878265,0.7126961350440979,0.3333333333333333
34.673658694802185,0.6786338686943054,0.3333333333333333
35.81425078818636,0.7261448502540588,4.0
35.79223883016972,0.6305921673774719,1.0
34.597044199361434,0.6384668946266174,3.3333333333333335
31.187256831941944,0.6596488952636719,3.0
28.09331315710073,0.6645213961601257,0.3333333333333333
30.70179399918681,0.7172262072563171,2.0
38.47686099525661,0.6892122626304626,10.0
39.25913809786227,0.6808280944824219,4.75
38.490849808438675,0.6552062630653381,0.75
32.39302073289787,0.6873913407325745,0.75
30.292231317217528,0.7121465802192688,0.75
41.453772138606254,0.6752331852912903,7.25
36.13387096231415,0.6508733034133911,1.5
37.68281521392912,0.6928395628929138,1.0
36.563413547461664,0.7262305021286011,5.25
31.940088118726234,0.6576323509216309,7.5
36.44794060693692,0.679797887802124,3.0
39.24655629177803,0.7072084546089172,25.0
38.589267835888755,0.6703859567642212,2.75
32.788851259843526,0.6412193179130554,1.0
26.646941798714902,0.6804566979408264,0.3333333333333333
38.27397696222327,0.7365943789482117,11.5
30.003998812517214,0.703914999961853,21.75
40.567145058485515,0.66327303647995,1.25
42.779952908425464,0.6499564051628113,4.25
34.46794897722424,0.6736351251602173,0.25
46.361889481049445,0.5857920050621033,19.5
39.057050463293805,0.642626166343689,6.5
40.02964486658908,0.6901096105575562,20.0
35.69917602183373,0.6732510328292847,0.5
39.825003208278474,0.695086658000946,11.75
44.5487854715793,0.6507048606872559,15.25
39.44207068205125,0.6389213800430298,19.0
39.74464859910845,0.721768856048584,2.5
31.8709071062023,0.7082849740982056,0.5
39.72771697474027,0.6416037678718567,4.75
37.92066206042334,0.6653928756713867,9.25
38.252607716601005,0.7062641382217407,17.0
36.4537193295846,0.7232567667961121,15.0
39.63191421148703,0.7103791832923889,7.0
34.5191871882319,0.6767848134040833,6.666666666666667
36.292852475994145,0.650037407875061,1.75
36.44853448110232,0.7551460266113281,3.0
34.547128626720024,0.7276730537414551,2.25
40.44803633694671,0.6453673243522644,4.2
35.49522904125888,0.665870726108551,3.0
